Cumulative Stat Rank,Price ,Cumulative,Visual Rarity URL,Kong ID,Shooting,Finish,Defense,Vision,Background,Fur,Clothes,Mouth,Head,Head Accessory,Eyes,Jewellery,Owner Address,Number of Sales,Last Sale Date,Last Sale Price,Last List Date,Current Price
305, ,257,https://rarity.tools/rumble-kong-league/view/4837,4837,57,72,55,73,Gold,Brown,Hawaii Shirt,Regular,Blonde Bun,,Sad,,0x217c70a564a9bc0572426fc068eff0caf70e6b41,2,8/24/2021,1.6 ETH, , 
4610, ,200,https://rarity.tools/rumble-kong-league/view/4838,4838,72,52,41,35,Grey,Sky Blue,White Tee,Shows Teeth,Purple Bandana,,Bloodshot,,0xff4f2c41af6bac672164357677466ded6b92dac0,1,8/3/2021,0.0869 ETH, , 
3443, ,210,https://rarity.tools/rumble-kong-league/view/4839,4839,70,45,45,50,Gold,White Noise,Lab Coat,Saber Toothed,Red Bandana,,Sad,,0xb8c63396ccd46c75a0e23f6818c97e5bd67f4ae4,0, , , , 
8341, ,167,https://rarity.tools/rumble-kong-league/view/4840,4840,67,42,39,19,Light Grey,Brown,Fusion Gi,Gold Saber Toothed,,,Wide,,0x5d0477cc92982f3f6e9fee69331469cdfea7a07c,2,8/31/2021,0.9 ETH, , 
4360, ,202,https://rarity.tools/rumble-kong-league/view/4841,4841,47,60,41,54,Cyan,Green,White Tee,Tongue Out,Red Bandana,,Wide Scar,,0x7e845b8ba2995b6cabeb03dd15be5c5602ed28dc,0, , , , 
9856, ,129,https://rarity.tools/rumble-kong-league/view/4842,4842,57,0,48,24,Pink,Red,Trippy Tee,Scream,King Band,Red Shades,Sad,,0xeea1df0ef4e90154fc893503c5f05c30bbd4e885,2,9/5/2021,1.89 ETH, , 
3780, ,207,https://rarity.tools/rumble-kong-league/view/4843,4843,58,63,34,52,Light Grey,Grey,,Regular,Bowler,Gold Stud,Wide,,0xd57a8376787064a5da5bb91cc1efc06127efd40c,2,9/12/2021,1.59 ETH, , 
7176, ,179,https://rarity.tools/rumble-kong-league/view/4844,4844,47,37,44,51,Light Blue,White Noise,,Shows Teeth,,,Bloodshot,,0xaa9c52276069b58227697805f24707e175313351,3,9/11/2021,1.4 ETH, , 
1315, ,232,https://rarity.tools/rumble-kong-league/view/4845,4845,63,58,34,77,Red,Red,Hawaii Shirt,Kiss,Cap Forward,,Closed,,0xb0ce71a2cfbf4d7cc51db1daa7e43af2b596950a,2,9/4/2021,1.399 ETH, , 
8341,12.5,167,https://rarity.tools/rumble-kong-league/view/4846,4846,46,36,21,64,Brown,Zebra,,Bubble Gum,Crown,Eye Scanner,Regular,,0xc39945e99f002a87c06a46e96c040be6e8dd2c2c,0, , ,9/16/2021 5:36,12.5 ETH
429, ,252,https://rarity.tools/rumble-kong-league/view/4847,4847,76,67,58,51,Grey,Brown,Trippy Tee,Drool,,,Angry,,0x813d9afe8da7768c468d5330bb18175916f29c7f,0, , , , 
8085, ,170,https://rarity.tools/rumble-kong-league/view/4848,4848,46,53,48,23,Grey,Pink,Dego Tee Blooded,Saber Toothed,RKL Cap Sideways,,Regular,,0x53e2afeced85c3fecb712644f91dbbcae6df499d,2,9/5/2021,1.39 ETH, , 
7929,9,172,https://rarity.tools/rumble-kong-league/view/4849,4849,43,46,42,41,Yellow,Pink,,Saber Toothed,Green Beret,,Closed Scar,,0x521b7c38d4ec9038af0b4eeacb1f5f113b1b1f0b,1,8/12/2021,0.34 ETH,9/19/2021 16:01,9.0 ETH
6505, ,185,https://rarity.tools/rumble-kong-league/view/4850,4850,49,66,33,37,Yellow,Pink,White Tee,Regular,Blue Pigtails,,Angry Scar,,0xaf98c15fb2acbb128df133147485eff179bad088,2,9/1/2021,0.869 ETH, , 
6854,5,182,https://rarity.tools/rumble-kong-league/view/4851,4851,34,54,41,53,Grey,White Noise,Trippy Tee,Gold Smirk,Cap Forward,,Angry,,0x7837333c645a5abcaa8ec4a198ef8ac91bfcedce,2,8/27/2021,0.75 ETH,9/5/2021 1:02,5.0 ETH
7176,3.5,179,https://rarity.tools/rumble-kong-league/view/4852,4852,47,34,62,36,Red,Black,Biker Jacket,Gold Scream,Red Bandana,,Wide,,0x02b735b0c66a84ec6d041471c9d6f0c1980606ea,0, , ,8/31/2021 12:08,3.5 ETH
1260, ,233,https://rarity.tools/rumble-kong-league/view/4853,4853,71,34,80,48,Light Grey,Brown,Cheetah Dego Tee,Drool,Cap Forward,,Angry Scar,,0xbe769b04627613c8f3b30abe20e6458c1dcb239b,0, , , , 
2572, ,218,https://rarity.tools/rumble-kong-league/view/4854,4854,55,44,80,39,Light Blue,Brown,,Ooh,,Red Shades,Regular,,0xbe769b04627613c8f3b30abe20e6458c1dcb239b,0, , , , 
1260, ,233,https://rarity.tools/rumble-kong-league/view/4855,4855,48,75,29,81,Red,White Noise,,Ooh,,,Closed Scar,,0xbe769b04627613c8f3b30abe20e6458c1dcb239b,0, , , , 
3306, ,211,https://rarity.tools/rumble-kong-league/view/4856,4856,24,63,63,61,Brown,Pink,Lab Coat,Referee,Purple Bandana,,Regular,,0xbe769b04627613c8f3b30abe20e6458c1dcb239b,0, , , , 
2461, ,219,https://rarity.tools/rumble-kong-league/view/4857,4857,59,69,71,20,Red,Black,Green Kimono,Ooh,Beanie,,Regular,,0xbe769b04627613c8f3b30abe20e6458c1dcb239b,0, , , , 
1436, ,230,https://rarity.tools/rumble-kong-league/view/4858,4858,52,51,62,65,Red,Red,Trippy Tee,Gold Smirk,Horse Jockey Hat,Gold Stud,Regular,,0xbe769b04627613c8f3b30abe20e6458c1dcb239b,0, , , , 
4736, ,199,https://rarity.tools/rumble-kong-league/view/4859,4859,28,62,36,73,Red,Grey,Cyan Jersey,Scream,Russian Cap,Vibe Glasses,Angry,,0xbe769b04627613c8f3b30abe20e6458c1dcb239b,0, , , , 
3191, ,212,https://rarity.tools/rumble-kong-league/view/4860,4860,76,42,57,37,Purple,Brown,Striped Tee,Gold Smirk,,,Closed,,0xae813a6f9cbe89caf544e485389c1a3470fe9bcc,0, , , , 
4113, ,204,https://rarity.tools/rumble-kong-league/view/4861,4861,66,41,49,48,Red,Green,Red Kimono,Missing Teeth,Green Beret,Blue Shades,Wide Scar,,0x22a2701940f73c9af0e171974c2ec4a41ae8360e,2,8/25/2021,0.59 ETH, , 
575, ,247,https://rarity.tools/rumble-kong-league/view/4862,4862,54,50,72,71,Yellow,Black,Cyan Jersey,Regular,Beanie,,Closed Scar,,0x813d9afe8da7768c468d5330bb18175916f29c7f,2,8/5/2021,0.23 ETH, , 
195, ,263,https://rarity.tools/rumble-kong-league/view/4863,4863,55,58,76,74,Light Blue,Brown,White Tee,Tongue Out,,Vibe Glasses,Regular,,0x3f244e7ac2462ef693678241d0fda68f85bedd94,1,8/3/2021,0.08 ETH, , 
3443, ,210,https://rarity.tools/rumble-kong-league/view/4864,4864,51,39,70,50,Light Grey,Sky Blue,Monk Robe,Scream,Blonde Bun,Blue Shades,Angry,,0xf9b35e8386e40d23a0484d8317ad823dfa82b368,0, , , , 
8249, ,168,https://rarity.tools/rumble-kong-league/view/4865,4865,48,45,15,60,Grey,Grey,Dego Tee Blooded,Ooh,Purple Bandana,,Closed Scar,,0x958b0d160a5c6b7c4371bd25b31f335a89edf00e,3,9/5/2021,1.5 ETH, , 
2669, ,217,https://rarity.tools/rumble-kong-league/view/4866,4866,55,40,73,49,Brown,Sky Blue,White Tee,Missing Teeth,Purple Bandana,Red Shades,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
8552, ,164,https://rarity.tools/rumble-kong-league/view/4867,4867,52,36,38,38,Cyan,Green,Biker Jacket,Regular,Ski Glasses,Blue Shades,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
7062, ,180,https://rarity.tools/rumble-kong-league/view/4868,4868,39,56,76,9,Light Blue,Red,Fusion Gi,Saber Toothed,Chopsticks Bun,,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
4113, ,204,https://rarity.tools/rumble-kong-league/view/4869,4869,54,52,51,47,Red,Grey,Dego Tee Blooded,Full Beard,Russian Cap,Vibe Glasses,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
323, ,256,https://rarity.tools/rumble-kong-league/view/4870,4870,70,58,69,59,Red,Black,,Full Beard,Purple Bandana,Exotic Earring,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
5110, ,196,https://rarity.tools/rumble-kong-league/view/4871,4871,62,69,50,15,Gold,Brown,Lab Coat,Drool,,,Closed,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
9206, ,153,https://rarity.tools/rumble-kong-league/view/4872,4872,49,57,0,47,Grey,White Noise,,Shows Teeth,Winter Hat,Red Shades,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
6955, ,181,https://rarity.tools/rumble-kong-league/view/4873,4873,58,57,47,19,Light Blue,White Noise,Monk Robe,Scream,Horse Jockey Hat,Gold Stud,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
5499, ,193,https://rarity.tools/rumble-kong-league/view/4874,4874,57,37,62,37,Grey,White Noise,Dego Tee Blooded,Cigar,Green Beret,3D Glasses,Sad,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
9564, ,144,https://rarity.tools/rumble-kong-league/view/4875,4875,41,34,64,5,Purple,Brown,Striped Tee,Regular,Ski Glasses,Blue Shades,Wide Scar,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
3999, ,205,https://rarity.tools/rumble-kong-league/view/4876,4876,54,38,65,48,Cyan,Grey,Navy Suit,Scream,,,Angry,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
3562, ,209,https://rarity.tools/rumble-kong-league/view/4877,4877,45,53,55,56,Light Grey,Grey,Shirt And Tie,Kiss,,,Bloodshot,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
9690, ,139,https://rarity.tools/rumble-kong-league/view/4878,4878,23,51,39,26,Cyan,Black,,Regular,,Blue Shades,Bloodshot,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
7176, ,179,https://rarity.tools/rumble-kong-league/view/4879,4879,60,25,61,33,Grey,Red,Biker Jacket,Tongue Out,Cap Forward,,Sad,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
1315, ,232,https://rarity.tools/rumble-kong-league/view/4880,4880,72,35,47,78,Grey,Grey,Biker Jacket,Drool,,,Wide Scar,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
9206, ,153,https://rarity.tools/rumble-kong-league/view/4881,4881,24,40,51,38,Gold,Sky Blue,Dego Tee Blooded,Drool,Horse Jockey Hat,Red Shades,Wide,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/4882,4882,45,56,42,72,Brown,Black,White Tee,Regular,Green Beret,Red Shades,Wide Scar,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/4883,4883,50,69,63,33,Cyan,Brown,,Regular,Green Beret,,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
7524, ,176,https://rarity.tools/rumble-kong-league/view/4884,4884,62,60,38,16,Gold,Black,RKL Tee,Kiss,,Gold Stud,Wide,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
3443, ,210,https://rarity.tools/rumble-kong-league/view/4885,4885,59,46,65,40,Cyan,Black,Hawaii Shirt,Saber Toothed,Purple Bandana,,Regular,,0xc991fd20ffd2ee620a73ea7dadd051fe86d39b15,0, , , , 
2669, ,217,https://rarity.tools/rumble-kong-league/view/4886,4886,49,47,64,57,Grey,Black,Dress,Drool,RKL Cap Sideways,Exotic Earring,Wide,,0xfdfa1d75c5a56d28491918b33f14011efbf680ce,0, , , , 
9645, ,141,https://rarity.tools/rumble-kong-league/view/4887,4887,41,40,29,31,Red,Grey,,Kiss,Green Beret,Blue Shades,Closed,,0xc5ecfb158f419d1d56ac87aa473553446dff4a42,0, , , , 
1208, ,234,https://rarity.tools/rumble-kong-league/view/4888,4888,73,40,77,44,Pink,Brown,Shaolin Vest,Shows Teeth,Beanie,,Angry Wink,,0xc5ecfb158f419d1d56ac87aa473553446dff4a42,1,9/12/2021,1.1 ETH, , 
3306,3.75,211,https://rarity.tools/rumble-kong-league/view/4889,4889,81,50,29,51,Dark Blue,Black,Striped Tee,Missing Teeth,,Gem Earring,Regular,,0xc5ecfb158f419d1d56ac87aa473553446dff4a42,1,9/12/2021,0.9 ETH,9/17/2021 3:05,3.75 ETH
8160, ,169,https://rarity.tools/rumble-kong-league/view/4890,4890,40,39,44,46,Cyan,Brown,,Shows Teeth,RKL Cap Forward,,Regular,,0x0158f00a084b59b6705d6da468afd270f6f7e396,5,8/29/2021,0.6 ETH, , 
5776, ,191,https://rarity.tools/rumble-kong-league/view/4891,4891,86,14,30,61,Grey,Sky Blue,Lab Coat,Ooh,Red Bandana,,Regular,,0xf20b641cc702e301384778e52110291fd5511809,1,8/11/2021,0.59 ETH, , 
1089, ,236,https://rarity.tools/rumble-kong-league/view/4892,4892,60,57,61,58,Yellow,Brown,Biker Jacket,Tongue Out,,,Wide,,0xe9f50e67b58db5b97e7966aba022c5e3a9b03f86,1,8/8/2021,0.5 ETH,9/22/2021 0:07, 
2874, ,215,https://rarity.tools/rumble-kong-league/view/4893,4893,50,64,53,48,Light Grey,Brown,Biker Jacket,Shows Teeth,Ski Glasses,,Angry Scar,,0x47115466e589add0e1409ad75e10f965719f69c5,0, , , , 
6276,3.5,187,https://rarity.tools/rumble-kong-league/view/4894,4894,53,46,40,48,Red,Grey,Dego Tee Blooded,Tongue Out,Blonde Bun,,Wide,,0x47115466e589add0e1409ad75e10f965719f69c5,0, , ,9/1/2021 8:56,3.5 ETH
1089, ,236,https://rarity.tools/rumble-kong-league/view/4895,4895,53,70,44,69,Red,Sky Blue,Shirt And Tie,Scream,,,Sad,,0x47115466e589add0e1409ad75e10f965719f69c5,0, , , , 
6385,2.3,186,https://rarity.tools/rumble-kong-league/view/4896,4896,73,32,46,35,Brown,Black,Striped Tee,Gold Scream,,Blue Shades,Angry,,0xa6ee18e6123bd411d546a1582d9575c8f2388702,2,9/2/2021,1.2 ETH,9/18/2021 3:08,2.3 ETH
9254, ,152,https://rarity.tools/rumble-kong-league/view/4897,4897,32,47,23,50,Brown,Grey,Striped Tee,Scream,Tophat,Broken Glasses,Wide,,0xf4dde6ea673fb810b6f503bf441908bb30b929f8,1,8/15/2021,0.28 ETH, , 
1606, ,228,https://rarity.tools/rumble-kong-league/view/4898,4898,48,55,76,49,Cyan,White Noise,Hawaii Shirt,Cigar,Russian Cap,,Regular,,0x151661200e7ac17fd43efa6ce96b6ac55ff8a086,2,9/5/2021,3.5 ETH, , 
4113, ,204,https://rarity.tools/rumble-kong-league/view/4899,4899,42,60,61,41,Dark Blue,Brown,Lab Coat,Drool,Ski Glasses,,Angry,,0x50e70702896d556d04d31caad0e8580d5dc03e91,2,8/26/2021,0.699 ETH,9/18/2021 10:22, 
6739,30,183,https://rarity.tools/rumble-kong-league/view/4900,4900,21,40,68,54,Light Grey,Camo,Mamba Jersey,Scream,,,Red Glow,,0xebcaaf662c35010961d5dd6ad231104c36dd2931,1,8/15/2021,2.45 ETH,9/17/2021 22:24,30.0 ETH
920, ,239,https://rarity.tools/rumble-kong-league/view/4901,4901,78,65,60,36,Purple,Sky Blue,White Tee,Regular,Winter Hat,,Angry Scar,,0xd57a8376787064a5da5bb91cc1efc06127efd40c,3,9/20/2021,2.88 ETH, , 
8249, ,168,https://rarity.tools/rumble-kong-league/view/4902,4902,32,49,48,39,Light Blue,Sky Blue,Biker Jacket,Ooh,,,Bloodshot,,0x1d3db45f912c74de554409c1ad0d27dbcb26b726,1,8/6/2021,1.0 ETH, , 
9105,3.7,155,https://rarity.tools/rumble-kong-league/view/4903,4903,19,37,52,47,Light Blue,Brown,RKL Tee,Gold Saber Toothed,Russian Cap,,Angry Wink,,0x94200ee223264c18491fd4471684b1c779cc0342,0, , ,8/26/2021 9:46,3.7 ETH
6505, ,185,https://rarity.tools/rumble-kong-league/view/4904,4904,32,71,43,39,Grey,White Noise,Cyan Jersey,Scream,,Vibe Glasses,Angry Wink,,0x7b36092c21f8c1674fac56ff0d4c75846bad98ca,0, , , , 
6015, ,189,https://rarity.tools/rumble-kong-league/view/4905,4905,39,53,35,62,Light Blue,Black,Striped Tee,Full Beard,Red Bandana,,Angry,,0x7b36092c21f8c1674fac56ff0d4c75846bad98ca,0, , , , 
1153, ,235,https://rarity.tools/rumble-kong-league/view/4906,4906,66,52,55,62,Brown,Red,Biker Jacket,Shows Teeth,King Band,,Sad,,0xe50cd5f38cfd3b9d7c0c29ae56656fcef22b89bb,1,8/2/2021,0.065 ETH, , 
8249, ,168,https://rarity.tools/rumble-kong-league/view/4907,4907,51,31,34,52,Gold,Brown,Monk Robe,Regular,Beanie,,Wide,,0x5adc7f1081c8fb8cf700dae630b0c8d9b0cc0617,2,9/13/2021,1.5 ETH, , 
3306, ,211,https://rarity.tools/rumble-kong-league/view/4908,4908,52,67,49,43,Gold,Pink,Shirt And Tie,Scream,Cap Forward,,Sad,,0xe50cd5f38cfd3b9d7c0c29ae56656fcef22b89bb,1,8/2/2021,0.065 ETH, , 
249, ,260,https://rarity.tools/rumble-kong-league/view/4909,4909,67,79,58,56,Brown,Black,,Gold Smirk,Blonde Bun,,Regular,,0x41f0c2e1c071dcc834b80aa1a29b81e5a31c4bcb,1,8/31/2021,2.0 ETH, , 
3191, ,212,https://rarity.tools/rumble-kong-league/view/4910,4910,29,76,41,66,Cyan,White Noise,Dego Tee Blooded,Shows Teeth,RKL Cap Forward,Blue Shades,Regular,,0xf24a0018befb3d7503b46c110f83d927d64e727d,0, , , , 
3562, ,209,https://rarity.tools/rumble-kong-league/view/4911,4911,59,50,38,62,Grey,Red,Biker Jacket,Shows Teeth,,Red Shades,Angry,,0xf24a0018befb3d7503b46c110f83d927d64e727d,0, , , , 
5231, ,195,https://rarity.tools/rumble-kong-league/view/4912,4912,63,36,44,52,Purple,Red,,Scream,,,Sad,,0xf24a0018befb3d7503b46c110f83d927d64e727d,0, , , , 
8704, ,162,https://rarity.tools/rumble-kong-league/view/4913,4913,59,32,44,27,Cyan,Grey,,Ooh,,Vibe Glasses,Closed Scar,,0x769ca43d2ab6cc836776bd31091b0ba9e3f819ec,3,8/16/2021,0.38 ETH, , 
2262, ,221,https://rarity.tools/rumble-kong-league/view/4914,4914,20,62,65,74,Brown,Black,Dego Tee Blooded,Regular,,Vibe Glasses,Wide Scar,,0x54fa9bdcedec570d3879265aa6aee64de815b025,0, , , , 
5110, ,196,https://rarity.tools/rumble-kong-league/view/4915,4915,52,52,57,35,Light Blue,Pink,White Tee,Gold Saber Toothed,Horse Jockey Hat,,Regular,,0x54fa9bdcedec570d3879265aa6aee64de815b025,0, , , , 
690, ,244,https://rarity.tools/rumble-kong-league/view/4916,4916,47,58,77,62,Grey,Black,Red Kimono,Regular,Green Beret,,Regular,,0xae813a6f9cbe89caf544e485389c1a3470fe9bcc,0, , , , 
4113, ,204,https://rarity.tools/rumble-kong-league/view/4917,4917,37,39,72,56,Dark Blue,Sky Blue,,Gold Scream,Blonde Bun,Red Shades,Regular,,0x6253780c788764689781dd8c247dcca892239614,0, , , , 
9970, ,112,https://rarity.tools/rumble-kong-league/view/4918,4918,22,30,14,46,Red,Red,White Tee,Shows Teeth,Cap Forward,Red Shades,Wide,,0x6253780c788764689781dd8c247dcca892239614,0, , , , 
9779, ,134,https://rarity.tools/rumble-kong-league/view/4919,4919,30,39,25,40,Cyan,Green,,Kiss,,Blue Shades,Closed,,0x1d55496e577c611f03bb7ccf15ca4aaffa34c0ab,2,8/25/2021,0.595 ETH, , 
2262, ,221,https://rarity.tools/rumble-kong-league/view/4920,4920,63,63,47,48,Yellow,Black,White Tee,Regular,,,Wide,,0xff4f2c41af6bac672164357677466ded6b92dac0,1,8/5/2021,0.2 ETH, , 
342, ,255,https://rarity.tools/rumble-kong-league/view/4921,4921,51,40,72,92,Purple,Sky Blue,White Tee,Ooh,Blonde Bun,3D Glasses,Closed Scar,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
3191, ,212,https://rarity.tools/rumble-kong-league/view/4922,4922,58,68,50,36,Red,Brown,,Drool,,,Wide,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
7176,2,179,https://rarity.tools/rumble-kong-league/view/4923,4923,38,43,58,40,Yellow,Brown,Biker Jacket,Ooh,Bowler,,Wide Scar,,0xa647cd18878596c724f75cfe7c6e746cde7f5ede,1,8/6/2021,0.35 ETH,9/22/2021 14:03,2.0 ETH
2461, ,219,https://rarity.tools/rumble-kong-league/view/4924,4924,36,85,33,65,Brown,Brown,Dego Tee Blooded,Cigar,Purple Bandana,,Regular,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
4360, ,202,https://rarity.tools/rumble-kong-league/view/4925,4925,47,42,78,35,Yellow,Sky Blue,RKL Tee,Regular,King Band,,Angry,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
5776, ,191,https://rarity.tools/rumble-kong-league/view/4926,4926,69,58,39,25,Dark Blue,Green,,Regular,,,Wide Scar,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
1777, ,226,https://rarity.tools/rumble-kong-league/view/4927,4927,30,56,63,77,Pink,Green,,Shows Teeth,,,Regular,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
1089, ,236,https://rarity.tools/rumble-kong-league/view/4928,4928,52,76,54,54,Yellow,Black,Cheetah Dego Tee,Regular,,,Angry,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
7737, ,174,https://rarity.tools/rumble-kong-league/view/4929,4929,65,45,10,54,Light Grey,Grey,Shirt And Tie,Shows Teeth,,Broken Glasses,Regular,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,1,9/8/2021,1.8 ETH, , 
9941, ,119,https://rarity.tools/rumble-kong-league/view/4930,4930,49,33,4,33,Yellow,Brown,Dego Tee Blooded,Scream,,,Sad,,0xc5c5b53438a7fc9cddea4f0ded2d12fbf75b6c76,3,8/10/2021,0.29 ETH, , 
2031, ,223,https://rarity.tools/rumble-kong-league/view/4931,4931,55,48,61,59,Grey,Black,Fusion Gi,Regular,Winter Hat,,Regular,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
8341, ,167,https://rarity.tools/rumble-kong-league/view/4932,4932,50,30,50,37,Grey,Black,Fusion Gi,Regular,Purple Bandana,Blue Shades,Sad,,0xf7138a0913b320a33040d0020f2ed8eeecd52bf3,2,9/1/2021,1.2 ETH, , 
1852, ,225,https://rarity.tools/rumble-kong-league/view/4933,4933,45,66,73,41,Light Blue,Red,Biker Jacket,Scream,Cap Forward,,Regular,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
7624, ,175,https://rarity.tools/rumble-kong-league/view/4934,4934,31,35,50,59,Red,Pink,Striped Tee,Regular,Russian Cap,,Regular,,0x15fe4bc874db0d11d4c7a2bb2b5370e2c2bd0995,4,9/19/2021,1.45 ETH, , 
5890, ,190,https://rarity.tools/rumble-kong-league/view/4935,4935,57,44,31,58,Brown,Brown,,Shows Teeth,,,Angry Wink,,0x7378d12530a13331c370fa5790ee8ee7ddcc7960,1,8/8/2021,0.49 ETH, , 
1606, ,228,https://rarity.tools/rumble-kong-league/view/4936,4936,63,78,45,42,Pink,Grey,Navy Suit,Gold Saber Toothed,,Gold Stud,Wide,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
8938, ,158,https://rarity.tools/rumble-kong-league/view/4937,4937,34,49,32,43,Red,Black,Dress,Tongue Out,Russian Cap,Gem Earring,Wide Scar,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
2461, ,219,https://rarity.tools/rumble-kong-league/view/4938,4938,43,59,41,76,Pink,Brown,White Tee,Regular,Green Beret,,Wide Scar,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
8885, ,159,https://rarity.tools/rumble-kong-league/view/4939,4939,42,8,41,68,Grey,Green,,Scream,King Band,Exotic Earring,Sad,,0xd433c1b56055b7adf8e5e2982e7e2c00c378706a,0, , , , 
1436, ,230,https://rarity.tools/rumble-kong-league/view/4940,4940,72,53,60,45,Brown,Brown,,Referee,Russian Cap,Red Shades,Wide,,0xfdfa1d75c5a56d28491918b33f14011efbf680ce,0, , , , 
9338, ,150,https://rarity.tools/rumble-kong-league/view/4941,4941,25,47,34,44,Red,Brown,Yellow Suit,Regular,Beanie,Monocle,Closed,,0xfdfa1d75c5a56d28491918b33f14011efbf680ce,0, , , , 
979, ,238,https://rarity.tools/rumble-kong-league/view/4942,4942,72,79,37,50,Dark Blue,Red,White Tee,Shows Teeth,Beanie,,Bloodshot,,0x76ba8674f08b13d6f78d74aa00c594cc9ed965d5,1,8/3/2021,0.11 ETH, , 
4986, ,197,https://rarity.tools/rumble-kong-league/view/4943,4943,40,56,52,49,Purple,Sky Blue,Fusion Gi,Shows Teeth,,,Bloodshot,,0x196f239229aae65883802b5bb512e17084147ff6,2,9/17/2021,1.45 ETH, , 
1377, ,231,https://rarity.tools/rumble-kong-league/view/4944,4944,36,61,59,75,Grey,Sky Blue,,Kiss,RKL Cap Sideways,,Wide,,0x3d9f923e8d372f7e0958b2fe0cd123fc44e09752,2,9/22/2021,2.5 ETH, , 
4237, ,203,https://rarity.tools/rumble-kong-league/view/4945,4945,35,42,75,51,Cyan,Sky Blue,,Regular,,,Regular,,0xa40fecbb213d204cf349b11f6041145f65a68964,2,9/5/2021,1.975 ETH, , 
2461, ,219,https://rarity.tools/rumble-kong-league/view/4946,4946,63,60,56,40,Light Grey,Brown,Dego Tee Blooded,Gold Saber Toothed,Green Beret,,Closed,,0x7adbbea375f5e6ecaf28631bed702c4422f10d03,2,9/6/2021,2.3 ETH, , 
575, ,247,https://rarity.tools/rumble-kong-league/view/4947,4947,35,68,80,64,Light Blue,Black,White Tee,Regular,,3D Glasses,Sad,,0x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,1,8/24/2021,1.2 ETH, , 
3676, ,208,https://rarity.tools/rumble-kong-league/view/4948,4948,55,54,53,46,Grey,Green,,Saber Toothed,,,Wide,,0x2674caaf7ceb4d9deeeedfda817f48c70d0b263a,1,9/7/2021,1.9 ETH, , 
6385, ,186,https://rarity.tools/rumble-kong-league/view/4949,4949,49,67,5,65,Yellow,Black,Cyan Jersey,Kiss,,,Wide Scar,,0x5ccbe62d11a42f8322fe883311a6b616bfb2cb60,0, , , , 
4360, ,202,https://rarity.tools/rumble-kong-league/view/4950,4950,51,44,44,63,Light Blue,Brown,,Missing Teeth,Russian Cap,,Closed Scar,,0x11d3eae2aea42c3c172fb63e2caf2cfc724dc9cc,2,8/24/2021,0.495 ETH, , 
8006, ,171,https://rarity.tools/rumble-kong-league/view/4951,4951,36,53,50,32,Cyan,Red,Striped Tee,Regular,,Red Shades,Wide Scar,,0x8443626fef5df5f4d5e43ee19bb2520142bbe823,1,8/2/2021,0.06 ETH, , 
